id;modified;language;license;collectionCode;basisOfRecord;dynamicProperties;occurrenceID;organismQuantity;organismQuantityType;minimumDepthInMeters;maximumDepthInMeters;decimalLatitude;decimalLongitude;footprintWKT;scientificNameID;scientificName;kingdom;phylum;class;order;family;genus;specificEpithet;scientificNameAuthorship;vernacularName
2438_MISTA_Antarctic_Phipoda:0774;9/09/20;English;CC-BY 4.0;RBINS;HumanObservation;{gear:Scuba Diving sampling by hand};2438_MISTA_Antarctic_Phipoda:0774;1;individual count;303;330;-71.66666412;-12.58333302;POINT(-12.5833330154419 -71.6666641235352);urn:lsid:marinespecies.org:taxname:236860;Ceradocopsis;Animalia;Arthropoda;Malacostraca;Amphipoda;Maeridae;Ceradocopsis;;Schellenberg;Ceradocopsis
2438_MISTA_Antarctic_Phipoda:0775;9/09/20;English;CC-BY 4.0;RBINS;HumanObservation;{gear:Scuba Diving sampling by hand};2438_MISTA_Antarctic_Phipoda:0775;1;individual count;522;531;-71.09999847;-12.5666666;POINT(-12.5666666030884 -71.0999984741211);urn:lsid:marinespecies.org:taxname:236860;Ceradocopsis;Animalia;Arthropoda;Malacostraca;Amphipoda;Maeridae;Ceradocopsis;;Schellenberg;Ceradocopsis
2438_MISTA_Antarctic_Phipoda:0776;9/09/20;English;CC-BY 4.0;RBINS;HumanObservation;{gear:Scuba Diving sampling by hand};2438_MISTA_Antarctic_Phipoda:0776;1;individual count;575;609;-71.53333282;-12.46666622;POINT(-12.4666662216187 -71.533332824707);urn:lsid:marinespecies.org:taxname:236860;Ceradocopsis;Animalia;Arthropoda;Malacostraca;Amphipoda;Maeridae;Ceradocopsis;;Schellenberg;Ceradocopsis
2438_MISTA_Antarctic_Phipoda:0777;9/09/20;English;CC-BY 4.0;RBINS;HumanObservation;{gear:Scuba Diving sampling by hand};2438_MISTA_Antarctic_Phipoda:0777;1;individual count;402;450;-71.66666412;-12.35000038;POINT(-12.3500003814697 -71.6666641235352);urn:lsid:marinespecies.org:taxname:236860;Ceradocopsis;Animalia;Arthropoda;Malacostraca;Amphipoda;Maeridae;Ceradocopsis;;Schellenberg;Ceradocopsis
2438_MISTA_Antarctic_Phipoda:0778;9/09/20;English;CC-BY 4.0;RBINS;HumanObservation;{gear:Scuba Diving sampling by hand};2438_MISTA_Antarctic_Phipoda:0778;1;individual count;389;423;-71.65000153;-12.35000038;POINT(-12.3500003814697 -71.6500015258789);urn:lsid:marinespecies.org:taxname:236860;Ceradocopsis;Animalia;Arthropoda;Malacostraca;Amphipoda;Maeridae;Ceradocopsis;;Schellenberg;Ceradocopsis
2438_MISTA_Antarctic_Phipoda:0779;9/09/20;English;CC-BY 4.0;RBINS;HumanObservation;{gear:Scuba Diving sampling by hand};2438_MISTA_Antarctic_Phipoda:0779;1;individual count;483;484;-74.66666412;-29.70000076;POINT(-29.7000007629395 -74.6666641235352);urn:lsid:marinespecies.org:taxname:237733;Cheirimedon crenatipalmatus;Animalia;Arthropoda;Malacostraca;Amphipoda;Tryphosidae;Cheirimedon;crenatipalmatus;Stebbing;Cheirimedon crenatipalmatus
2438_MISTA_Antarctic_Phipoda:0780;9/09/20;English;CC-BY 4.0;RBINS;HumanObservation;{gear:Fish trap (WED98)};2438_MISTA_Antarctic_Phipoda:0780;1;individual count;597;;-74.60221863;-26.88583374;POINT(-26.8858337402344 -74.6022186279297);urn:lsid:marinespecies.org:taxname:237733;Cheirimedon crenatipalmatus;Animalia;Arthropoda;Malacostraca;Amphipoda;Tryphosidae;Cheirimedon;crenatipalmatus;Stebbing;Cheirimedon crenatipalmatus
2438_MISTA_Antarctic_Phipoda:0781;9/09/20;English;CC-BY 4.0;RBINS;HumanObservation;{gear:Baited trap (PS)};2438_MISTA_Antarctic_Phipoda:0781;1;individual count;808;830;-70.94999695;-11.67999983;LINESTRING(-11.6766662597656 -70.9499969482422, -11.6833333969116 -70.9499969482422);urn:lsid:marinespecies.org:taxname:237733;Cheirimedon crenatipalmatus;Animalia;Arthropoda;Malacostraca;Amphipoda;Tryphosidae;Cheirimedon;crenatipalmatus;Stebbing;Cheirimedon crenatipalmatus
2438_MISTA_Antarctic_Phipoda:0782;9/09/20;English;CC-BY 4.0;RBINS;HumanObservation;;2438_MISTA_Antarctic_Phipoda:0782;1;individual count;;;-62.95000076;-60.63333511;POINT(-60.6333351135254 -62.9500007629395);urn:lsid:marinespecies.org:taxname:237656;Cheirimedon femoratus;Animalia;Arthropoda;Malacostraca;Amphipoda;Tryphosidae;Cheirimedon;femoratus;Pfeffer;Cheirimedon femoratus
2438_MISTA_Antarctic_Phipoda:0783;9/09/20;English;CC-BY 4.0;RBINS;HumanObservation;{gear:Bottom trawl (PS)};2438_MISTA_Antarctic_Phipoda:0783;1;individual count;462;481;-71.04166794;-11.36666679;LINESTRING(-11.4166669845581 -71.0500030517578, -11.3166666030884 -71.033332824707);urn:lsid:marinespecies.org:taxname:237656;Cheirimedon femoratus;Animalia;Arthropoda;Malacostraca;Amphipoda;Tryphosidae;Cheirimedon;femoratus;Pfeffer;Cheirimedon femoratus
2438_MISTA_Antarctic_Phipoda:0784;9/09/20;English;CC-BY 4.0;RBINS;HumanObservation;{gear:Polish trap (KGI)};2438_MISTA_Antarctic_Phipoda:0784;1;individual count;35;;-62;69;POINT(69 -62);urn:lsid:marinespecies.org:taxname:237656;Cheirimedon femoratus;Animalia;Arthropoda;Malacostraca;Amphipoda;Tryphosidae;Cheirimedon;femoratus;Pfeffer;Cheirimedon femoratus
2438_MISTA_Antarctic_Phipoda:0785;9/09/20;English;CC-BY 4.0;RBINS;HumanObservation;{gear:Belgian Agassiz trawl (KGI)};2438_MISTA_Antarctic_Phipoda:0785;1;individual count;80;;-62;69;POINT(69 -62);urn:lsid:marinespecies.org:taxname:237656;Cheirimedon femoratus;Animalia;Arthropoda;Malacostraca;Amphipoda;Tryphosidae;Cheirimedon;femoratus;Pfeffer;Cheirimedon femoratus
2438_MISTA_Antarctic_Phipoda:0786;9/09/20;English;CC-BY 4.0;RBINS;HumanObservation;{gear:Belgian Agassiz trawl (KGI)};2438_MISTA_Antarctic_Phipoda:0786;1;individual count;150;;-62;69;POINT(69 -62);urn:lsid:marinespecies.org:taxname:237656;Cheirimedon femoratus;Animalia;Arthropoda;Malacostraca;Amphipoda;Tryphosidae;Cheirimedon;femoratus;Pfeffer;Cheirimedon femoratus
2438_MISTA_Antarctic_Phipoda:0787;9/09/20;English;CC-BY 4.0;RBINS;HumanObservation;{gear:Polish trap (KGI)};2438_MISTA_Antarctic_Phipoda:0787;1;individual count;80;;-62;69;POINT(69 -62);urn:lsid:marinespecies.org:taxname:237656;Cheirimedon femoratus;Animalia;Arthropoda;Malacostraca;Amphipoda;Tryphosidae;Cheirimedon;femoratus;Pfeffer;Cheirimedon femoratus
2438_MISTA_Antarctic_Phipoda:0788;9/09/20;English;CC-BY 4.0;RBINS;HumanObservation;;2438_MISTA_Antarctic_Phipoda:0788;1;individual count;5;10;-69.68333435;13.11666679;POINT(13.1166667938232 -69.6833343505859);;Cheirimedon similis;;;;;;;;;Cheirimedon similis
2438_MISTA_Antarctic_Phipoda:0789;9/09/20;English;CC-BY 4.0;RBINS;HumanObservation;{gear:Baited traps (diverse)};2438_MISTA_Antarctic_Phipoda:0789;1;individual count;100;110;-49;69;POINT(69 -49);urn:lsid:marinespecies.org:taxname:237247;Cicadosa cicadoides;Animalia;Arthropoda;Malacostraca;Amphipoda;Uristidae;Cicadosa;cicadoides;Stebbing;Cicadosa cicadoides
2438_MISTA_Antarctic_Phipoda:0790;9/09/20;English;CC-BY 4.0;RBINS;HumanObservation;{gear:Baited traps (diverse)};2438_MISTA_Antarctic_Phipoda:0790;1;individual count;55;;-49;69;POINT(69 -49);urn:lsid:marinespecies.org:taxname:237247;Cicadosa cicadoides;Animalia;Arthropoda;Malacostraca;Amphipoda;Uristidae;Cicadosa;cicadoides;Stebbing;Cicadosa cicadoides
2438_MISTA_Antarctic_Phipoda:0791;9/09/20;English;CC-BY 4.0;RBINS;HumanObservation;{gear:Dredge (diverse)};2438_MISTA_Antarctic_Phipoda:0791;1;individual count;50;;-49;69;POINT(69 -49);urn:lsid:marinespecies.org:taxname:237247;Cicadosa cicadoides;Animalia;Arthropoda;Malacostraca;Amphipoda;Uristidae;Cicadosa;cicadoides;Stebbing;Cicadosa cicadoides
2438_MISTA_Antarctic_Phipoda:0792;9/09/20;English;CC-BY 4.0;RBINS;HumanObservation;{gear:Dredge (diverse)};2438_MISTA_Antarctic_Phipoda:0792;1;individual count;30;50;-49;69;POINT(69 -49);urn:lsid:marinespecies.org:taxname:237247;Cicadosa cicadoides;Animalia;Arthropoda;Malacostraca;Amphipoda;Uristidae;Cicadosa;cicadoides;Stebbing;Cicadosa cicadoides
2438_MISTA_Antarctic_Phipoda:0793;9/09/20;English;CC-BY 4.0;RBINS;HumanObservation;{gear:Scuba Diving sampling by hand};2438_MISTA_Antarctic_Phipoda:0793;1;individual count;483;484;-74.66666412;-29.70000076;POINT(-29.7000007629395 -74.6666641235352);urn:lsid:marinespecies.org:taxname:176747;Clarencia;Animalia;Arthropoda;Malacostraca;Amphipoda;Clarenciidae;Clarencia;;K.H. Barnard;Clarencia
2438_MISTA_Antarctic_Phipoda:0794;9/09/20;English;CC-BY 4.0;RBINS;HumanObservation;{gear:Bottom trawl (PS)};2438_MISTA_Antarctic_Phipoda:0794;1;individual count;509;518;-74.66666412;-29.66666603;POINT(-29.6666660308838 -74.6666641235352);urn:lsid:marinespecies.org:taxname:176747;Clarencia;Animalia;Arthropoda;Malacostraca;Amphipoda;Clarenciidae;Clarencia;;K.H. Barnard;Clarencia
2438_MISTA_Antarctic_Phipoda:0795;9/09/20;English;CC-BY 4.0;RBINS;HumanObservation;{gear:Bottom trawl (PS)};2438_MISTA_Antarctic_Phipoda:0795;1;individual count;593;602;-74.66666412;-29.53333282;POINT(-29.533332824707 -74.6666641235352);urn:lsid:marinespecies.org:taxname:176747;Clarencia;Animalia;Arthropoda;Malacostraca;Amphipoda;Clarenciidae;Clarencia;;K.H. Barnard;Clarencia
2438_MISTA_Antarctic_Phipoda:0796;9/09/20;English;CC-BY 4.0;RBINS;HumanObservation;{gear:Bottom trawl (PS)};2438_MISTA_Antarctic_Phipoda:0796;1;individual count;451;453;-75.05000305;-28.01666641;POINT(-28.0166664123535 -75.0500030517578);urn:lsid:marinespecies.org:taxname:176747;Clarencia;Animalia;Arthropoda;Malacostraca;Amphipoda;Clarenciidae;Clarencia;;K.H. Barnard;Clarencia
2438_MISTA_Antarctic_Phipoda:0797;9/09/20;English;CC-BY 4.0;RBINS;HumanObservation;{gear:Scuba Diving sampling by hand};2438_MISTA_Antarctic_Phipoda:0797;1;individual count;275;279;-75.25;-26.64999962;POINT(-26.6499996185303 -75.25);urn:lsid:marinespecies.org:taxname:176747;Clarencia;Animalia;Arthropoda;Malacostraca;Amphipoda;Clarenciidae;Clarencia;;K.H. Barnard;Clarencia
2438_MISTA_Antarctic_Phipoda:0798;9/09/20;English;CC-BY 4.0;RBINS;HumanObservation;{gear:Scuba Diving sampling by hand};2438_MISTA_Antarctic_Phipoda:0798;1;individual count;193;197;-73.58333588;-21.06666756;POINT(-21.0666675567627 -73.5833358764648);urn:lsid:marinespecies.org:taxname:176747;Clarencia;Animalia;Arthropoda;Malacostraca;Amphipoda;Clarenciidae;Clarencia;;K.H. Barnard;Clarencia
2438_MISTA_Antarctic_Phipoda:0799;9/09/20;English;CC-BY 4.0;RBINS;HumanObservation;{gear:Scuba Diving sampling by hand};2438_MISTA_Antarctic_Phipoda:0799;1;individual count;352;399;-73.28333282;-21;POINT(-21 -73.283332824707);urn:lsid:marinespecies.org:taxname:176747;Clarencia;Animalia;Arthropoda;Malacostraca;Amphipoda;Clarenciidae;Clarencia;;K.H. Barnard;Clarencia
2438_MISTA_Antarctic_Phipoda:0800;9/09/20;English;CC-BY 4.0;RBINS;HumanObservation;{gear:Scuba Diving sampling by hand};2438_MISTA_Antarctic_Phipoda:0800;1;individual count;2025;2037;-71.15000153;-13.80000019;POINT(-13.8000001907349 -71.1500015258789);urn:lsid:marinespecies.org:taxname:176747;Clarencia;Animalia;Arthropoda;Malacostraca;Amphipoda;Clarenciidae;Clarencia;;K.H. Barnard;Clarencia
2438_MISTA_Antarctic_Phipoda:0801;9/09/20;English;CC-BY 4.0;RBINS;HumanObservation;{gear:Bottom trawl (PS)};2438_MISTA_Antarctic_Phipoda:0801;1;individual count;402;412;-71.19999695;-13.23333359;POINT(-13.2333335876465 -71.1999969482422);urn:lsid:marinespecies.org:taxname:176747;Clarencia;Animalia;Arthropoda;Malacostraca;Amphipoda;Clarenciidae;Clarencia;;K.H. Barnard;Clarencia
2438_MISTA_Antarctic_Phipoda:0802;9/09/20;English;CC-BY 4.0;RBINS;HumanObservation;{gear:Bottom trawl (PS)};2438_MISTA_Antarctic_Phipoda:0802;1;individual count;185;187;-71.26667023;-13.0666666;POINT(-13.0666666030884 -71.2666702270508);urn:lsid:marinespecies.org:taxname:176747;Clarencia;Animalia;Arthropoda;Malacostraca;Amphipoda;Clarenciidae;Clarencia;;K.H. Barnard;Clarencia
2438_MISTA_Antarctic_Phipoda:0803;9/09/20;English;CC-BY 4.0;RBINS;HumanObservation;{gear:Bottom trawl (PS)};2438_MISTA_Antarctic_Phipoda:0803;1;individual count;499;515;-71.09999847;-12.5666666;POINT(-12.5666666030884 -71.0999984741211);urn:lsid:marinespecies.org:taxname:176747;Clarencia;Animalia;Arthropoda;Malacostraca;Amphipoda;Clarenciidae;Clarencia;;K.H. Barnard;Clarencia
2438_MISTA_Antarctic_Phipoda:0804;9/09/20;English;CC-BY 4.0;RBINS;HumanObservation;{gear:Scuba Diving sampling by hand};2438_MISTA_Antarctic_Phipoda:0804;1;individual count;522;531;-71.09999847;-12.5666666;POINT(-12.5666666030884 -71.0999984741211);urn:lsid:marinespecies.org:taxname:176747;Clarencia;Animalia;Arthropoda;Malacostraca;Amphipoda;Clarenciidae;Clarencia;;K.H. Barnard;Clarencia
2438_MISTA_Antarctic_Phipoda:0805;9/09/20;English;CC-BY 4.0;RBINS;HumanObservation;{gear:Scuba Diving sampling by hand};2438_MISTA_Antarctic_Phipoda:0805;1;individual count;575;609;-71.53333282;-12.46666622;POINT(-12.4666662216187 -71.533332824707);urn:lsid:marinespecies.org:taxname:176747;Clarencia;Animalia;Arthropoda;Malacostraca;Amphipoda;Clarenciidae;Clarencia;;K.H. Barnard;Clarencia
2438_MISTA_Antarctic_Phipoda:0806;9/09/20;English;CC-BY 4.0;RBINS;HumanObservation;{gear:Scuba Diving sampling by hand};2438_MISTA_Antarctic_Phipoda:0806;1;individual count;402;450;-71.66666412;-12.35000038;POINT(-12.3500003814697 -71.6666641235352);urn:lsid:marinespecies.org:taxname:176747;Clarencia;Animalia;Arthropoda;Malacostraca;Amphipoda;Clarenciidae;Clarencia;;K.H. Barnard;Clarencia
2438_MISTA_Antarctic_Phipoda:0807;9/09/20;English;CC-BY 4.0;RBINS;HumanObservation;{gear:Scuba Diving sampling by hand};2438_MISTA_Antarctic_Phipoda:0807;1;individual count;389;423;-71.65000153;-12.35000038;POINT(-12.3500003814697 -71.6500015258789);urn:lsid:marinespecies.org:taxname:176747;Clarencia;Animalia;Arthropoda;Malacostraca;Amphipoda;Clarenciidae;Clarencia;;K.H. Barnard;Clarencia
2438_MISTA_Antarctic_Phipoda:0808;9/09/20;English;CC-BY 4.0;RBINS;HumanObservation;{gear:Scuba Diving sampling by hand};2438_MISTA_Antarctic_Phipoda:0808;1;individual count;255;261;-70.86583328;-10.45083332;LINESTRING(-10.4549999237061 -70.8666687011719, -10.4466667175293 -70.8649978637695);urn:lsid:marinespecies.org:taxname:237119;Clarencia chelata;Animalia;Arthropoda;Malacostraca;Amphipoda;Clarenciidae;Clarencia;chelata;K.H. Barnard;Clarencia chelata
2438_MISTA_Antarctic_Phipoda:0809;9/09/20;English;CC-BY 4.0;RBINS;HumanObservation;{gear:Bottom trawl (PS)};2438_MISTA_Antarctic_Phipoda:0809;1;individual count;394;414;-60.83333206;-55.65000153;POINT(-55.6500015258789 -60.8333320617676);urn:lsid:marinespecies.org:taxname:101484;Colomastix;Animalia;Arthropoda;Malacostraca;Amphipoda;Colomastigidae;Colomastix;;Grube;Colomastix
2438_MISTA_Antarctic_Phipoda:0810;9/09/20;English;CC-BY 4.0;RBINS;HumanObservation;{gear:Bottom trawl (PS)};2438_MISTA_Antarctic_Phipoda:0810;1;individual count;182;213;-61;-55.20000076;POINT(-55.2000007629395 -61);urn:lsid:marinespecies.org:taxname:101484;Colomastix;Animalia;Arthropoda;Malacostraca;Amphipoda;Colomastigidae;Colomastix;;Grube;Colomastix
2438_MISTA_Antarctic_Phipoda:0811;9/09/20;English;CC-BY 4.0;RBINS;HumanObservation;{gear:Bottom trawl (PS)};2438_MISTA_Antarctic_Phipoda:0811;1;individual count;232;239;-60.63333511;-46.96666718;POINT(-46.966667175293 -60.6333351135254);urn:lsid:marinespecies.org:taxname:101484;Colomastix;Animalia;Arthropoda;Malacostraca;Amphipoda;Colomastigidae;Colomastix;;Grube;Colomastix
2438_MISTA_Antarctic_Phipoda:0812;9/09/20;English;CC-BY 4.0;RBINS;HumanObservation;{gear:Scuba Diving sampling by hand};2438_MISTA_Antarctic_Phipoda:0812;1;individual count;699;712;-74.59999847;-29.71666718;POINT(-29.716667175293 -74.5999984741211);urn:lsid:marinespecies.org:taxname:101484;Colomastix;Animalia;Arthropoda;Malacostraca;Amphipoda;Colomastigidae;Colomastix;;Grube;Colomastix
2438_MISTA_Antarctic_Phipoda:0813;9/09/20;English;CC-BY 4.0;RBINS;HumanObservation;{gear:Scuba Diving sampling by hand};2438_MISTA_Antarctic_Phipoda:0813;1;individual count;483;484;-74.66666412;-29.70000076;POINT(-29.7000007629395 -74.6666641235352);urn:lsid:marinespecies.org:taxname:101484;Colomastix;Animalia;Arthropoda;Malacostraca;Amphipoda;Colomastigidae;Colomastix;;Grube;Colomastix
2438_MISTA_Antarctic_Phipoda:0814;9/09/20;English;CC-BY 4.0;RBINS;HumanObservation;{gear:Scuba Diving sampling by hand};2438_MISTA_Antarctic_Phipoda:0814;1;individual count;1153;1223;-74.46666718;-29.70000076;POINT(-29.7000007629395 -74.466667175293);urn:lsid:marinespecies.org:taxname:101484;Colomastix;Animalia;Arthropoda;Malacostraca;Amphipoda;Colomastigidae;Colomastix;;Grube;Colomastix
2438_MISTA_Antarctic_Phipoda:0815;9/09/20;English;CC-BY 4.0;RBINS;HumanObservation;{gear:Scuba Diving sampling by hand};2438_MISTA_Antarctic_Phipoda:0815;1;individual count;1996;2012;-74.16666412;-29.70000076;POINT(-29.7000007629395 -74.1666641235352);urn:lsid:marinespecies.org:taxname:101484;Colomastix;Animalia;Arthropoda;Malacostraca;Amphipoda;Colomastigidae;Colomastix;;Grube;Colomastix
2438_MISTA_Antarctic_Phipoda:0816;9/09/20;English;CC-BY 4.0;RBINS;HumanObservation;{gear:Bottom trawl (PS)};2438_MISTA_Antarctic_Phipoda:0816;1;individual count;509;518;-74.66666412;-29.66666603;POINT(-29.6666660308838 -74.6666641235352);urn:lsid:marinespecies.org:taxname:101484;Colomastix;Animalia;Arthropoda;Malacostraca;Amphipoda;Colomastigidae;Colomastix;;Grube;Colomastix
2438_MISTA_Antarctic_Phipoda:0817;9/09/20;English;CC-BY 4.0;RBINS;HumanObservation;{gear:Bottom trawl (PS)};2438_MISTA_Antarctic_Phipoda:0817;1;individual count;701;708;-74.6333313;-29.63333321;POINT(-29.6333332061768 -74.6333312988281);urn:lsid:marinespecies.org:taxname:101484;Colomastix;Animalia;Arthropoda;Malacostraca;Amphipoda;Colomastigidae;Colomastix;;Grube;Colomastix
2438_MISTA_Antarctic_Phipoda:0818;9/09/20;English;CC-BY 4.0;RBINS;HumanObservation;{gear:Bottom trawl (PS)};2438_MISTA_Antarctic_Phipoda:0818;1;individual count;794;805;-74.6166687;-29.60000038;POINT(-29.6000003814697 -74.6166687011719);urn:lsid:marinespecies.org:taxname:101484;Colomastix;Animalia;Arthropoda;Malacostraca;Amphipoda;Colomastigidae;Colomastix;;Grube;Colomastix
2438_MISTA_Antarctic_Phipoda:0819;9/09/20;English;CC-BY 4.0;RBINS;HumanObservation;{gear:Bottom trawl (PS)};2438_MISTA_Antarctic_Phipoda:0819;1;individual count;593;602;-74.66666412;-29.53333282;POINT(-29.533332824707 -74.6666641235352);urn:lsid:marinespecies.org:taxname:101484;Colomastix;Animalia;Arthropoda;Malacostraca;Amphipoda;Colomastigidae;Colomastix;;Grube;Colomastix
2438_MISTA_Antarctic_Phipoda:0820;9/09/20;English;CC-BY 4.0;RBINS;HumanObservation;{gear:Bottom trawl (PS)};2438_MISTA_Antarctic_Phipoda:0820;1;individual count;451;453;-75.05000305;-28.01666641;POINT(-28.0166664123535 -75.0500030517578);urn:lsid:marinespecies.org:taxname:101484;Colomastix;Animalia;Arthropoda;Malacostraca;Amphipoda;Colomastigidae;Colomastix;;Grube;Colomastix
2438_MISTA_Antarctic_Phipoda:0821;9/09/20;English;CC-BY 4.0;RBINS;HumanObservation;{gear:Scuba Diving sampling by hand};2438_MISTA_Antarctic_Phipoda:0821;1;individual count;457;462;-75.1166687;-28;POINT(-28 -75.1166687011719);urn:lsid:marinespecies.org:taxname:101484;Colomastix;Animalia;Arthropoda;Malacostraca;Amphipoda;Colomastigidae;Colomastix;;Grube;Colomastix
2438_MISTA_Antarctic_Phipoda:0822;9/09/20;English;CC-BY 4.0;RBINS;HumanObservation;{gear:Bottom trawl (PS)};2438_MISTA_Antarctic_Phipoda:0822;1;individual count;404;407;-75.15000153;-27.58333397;POINT(-27.5833339691162 -75.1500015258789);urn:lsid:marinespecies.org:taxname:101484;Colomastix;Animalia;Arthropoda;Malacostraca;Amphipoda;Colomastigidae;Colomastix;;Grube;Colomastix
2438_MISTA_Antarctic_Phipoda:0823;9/09/20;English;CC-BY 4.0;RBINS;HumanObservation;{gear:Scuba Diving sampling by hand};2438_MISTA_Antarctic_Phipoda:0823;1;individual count;399;404;-75.15000153;-27.54999924;POINT(-27.5499992370605 -75.1500015258789);urn:lsid:marinespecies.org:taxname:101484;Colomastix;Animalia;Arthropoda;Malacostraca;Amphipoda;Colomastigidae;Colomastix;;Grube;Colomastix
2438_MISTA_Antarctic_Phipoda:0824;9/09/20;English;CC-BY 4.0;RBINS;HumanObservation;{gear:Scuba Diving sampling by hand};2438_MISTA_Antarctic_Phipoda:0824;1;individual count;270;280;-75.23332977;-26.98333359;POINT(-26.9833335876465 -75.2333297729492);urn:lsid:marinespecies.org:taxname:101484;Colomastix;Animalia;Arthropoda;Malacostraca;Amphipoda;Colomastigidae;Colomastix;;Grube;Colomastix
2438_MISTA_Antarctic_Phipoda:0825;9/09/20;English;CC-BY 4.0;RBINS;HumanObservation;{gear:Scuba Diving sampling by hand};2438_MISTA_Antarctic_Phipoda:0825;1;individual count;275;279;-75.25;-26.64999962;POINT(-26.6499996185303 -75.25);urn:lsid:marinespecies.org:taxname:101484;Colomastix;Animalia;Arthropoda;Malacostraca;Amphipoda;Colomastigidae;Colomastix;;Grube;Colomastix
2438_MISTA_Antarctic_Phipoda:0826;9/09/20;English;CC-BY 4.0;RBINS;HumanObservation;{gear:Scuba Diving sampling by hand};2438_MISTA_Antarctic_Phipoda:0826;1;individual count;498;;-75.26667023;-26.28333282;POINT(-26.283332824707 -75.2666702270508);urn:lsid:marinespecies.org:taxname:101484;Colomastix;Animalia;Arthropoda;Malacostraca;Amphipoda;Colomastigidae;Colomastix;;Grube;Colomastix
2438_MISTA_Antarctic_Phipoda:0827;9/09/20;English;CC-BY 4.0;RBINS;HumanObservation;{gear:Scuba Diving sampling by hand};2438_MISTA_Antarctic_Phipoda:0827;1;individual count;500;509;-75.25;-26.28333282;POINT(-26.283332824707 -75.25);urn:lsid:marinespecies.org:taxname:101484;Colomastix;Animalia;Arthropoda;Malacostraca;Amphipoda;Colomastigidae;Colomastix;;Grube;Colomastix
2438_MISTA_Antarctic_Phipoda:0828;9/09/20;English;CC-BY 4.0;RBINS;HumanObservation;{gear:Bottom trawl (PS)};2438_MISTA_Antarctic_Phipoda:0828;1;individual count;500;506;-75.25;-26.21666718;POINT(-26.216667175293 -75.25);urn:lsid:marinespecies.org:taxname:101484;Colomastix;Animalia;Arthropoda;Malacostraca;Amphipoda;Colomastigidae;Colomastix;;Grube;Colomastix
2438_MISTA_Antarctic_Phipoda:0829;9/09/20;English;CC-BY 4.0;RBINS;HumanObservation;{gear:Bottom trawl (PS)};2438_MISTA_Antarctic_Phipoda:0829;1;individual count;569;574;-75.26667023;-25.98333359;POINT(-25.9833335876465 -75.2666702270508);urn:lsid:marinespecies.org:taxname:101484;Colomastix;Animalia;Arthropoda;Malacostraca;Amphipoda;Colomastigidae;Colomastix;;Grube;Colomastix
2438_MISTA_Antarctic_Phipoda:0830;9/09/20;English;CC-BY 4.0;RBINS;HumanObservation;{gear:Scuba Diving sampling by hand};2438_MISTA_Antarctic_Phipoda:0830;1;individual count;593;624;-75.30000305;-25.96666718;POINT(-25.966667175293 -75.3000030517578);urn:lsid:marinespecies.org:taxname:101484;Colomastix;Animalia;Arthropoda;Malacostraca;Amphipoda;Colomastigidae;Colomastix;;Grube;Colomastix
2438_MISTA_Antarctic_Phipoda:0831;9/09/20;English;CC-BY 4.0;RBINS;HumanObservation;{gear:Scuba Diving sampling by hand};2438_MISTA_Antarctic_Phipoda:0831;1;individual count;406;409;-73.44999695;-21.56666756;POINT(-21.5666675567627 -73.4499969482422);urn:lsid:marinespecies.org:taxname:101484;Colomastix;Animalia;Arthropoda;Malacostraca;Amphipoda;Colomastigidae;Colomastix;;Grube;Colomastix
2438_MISTA_Antarctic_Phipoda:0832;9/09/20;English;CC-BY 4.0;RBINS;HumanObservation;{gear:Scuba Diving sampling by hand};2438_MISTA_Antarctic_Phipoda:0832;1;individual count;193;197;-73.58333588;-21.06666756;POINT(-21.0666675567627 -73.5833358764648);urn:lsid:marinespecies.org:taxname:101484;Colomastix;Animalia;Arthropoda;Malacostraca;Amphipoda;Colomastigidae;Colomastix;;Grube;Colomastix
2438_MISTA_Antarctic_Phipoda:0833;9/09/20;English;CC-BY 4.0;RBINS;HumanObservation;{gear:Scuba Diving sampling by hand};2438_MISTA_Antarctic_Phipoda:0833;1;individual count;352;399;-73.28333282;-21;POINT(-21 -73.283332824707);urn:lsid:marinespecies.org:taxname:101484;Colomastix;Animalia;Arthropoda;Malacostraca;Amphipoda;Colomastigidae;Colomastix;;Grube;Colomastix
2438_MISTA_Antarctic_Phipoda:0834;9/09/20;English;CC-BY 4.0;RBINS;HumanObservation;{gear:Scuba Diving sampling by hand};2438_MISTA_Antarctic_Phipoda:0834;1;individual count;294;305;-73.3666687;-20.75;POINT(-20.75 -73.3666687011719);urn:lsid:marinespecies.org:taxname:101484;Colomastix;Animalia;Arthropoda;Malacostraca;Amphipoda;Colomastigidae;Colomastix;;Grube;Colomastix
2438_MISTA_Antarctic_Phipoda:0835;9/09/20;English;CC-BY 4.0;RBINS;HumanObservation;{gear:Scuba Diving sampling by hand};2438_MISTA_Antarctic_Phipoda:0835;1;individual count;2025;2037;-71.15000153;-13.80000019;POINT(-13.8000001907349 -71.1500015258789);urn:lsid:marinespecies.org:taxname:101484;Colomastix;Animalia;Arthropoda;Malacostraca;Amphipoda;Colomastigidae;Colomastix;;Grube;Colomastix
