"id","modified","language","license","collectionCode","basisOfRecord","dynamicProperties","occurrenceID","organismQuantity","organismQuantityType","minimumDepthInMeters","maximumDepthInMeters","decimalLatitude","decimalLongitude","footprintWKT","scientificNameID","scientificName","kingdom","phylum","class","order","family","genus","specificEpithet","scientificNameAuthorship","vernacularName","observation_type"
"2438_MISTA_Antarctic_Phipoda:1492","9/09/20","English","CC-BY 4.0","RBINS","HumanObservation","{gear:Rectangular Midwater Trawl (PS)}","2438_MISTA_Antarctic_Phipoda:1492",1,"individual count",48,195,-77.2181,-41.0833,"LINESTRING(-41.0833320617676 -77.2180557250977, -41.0833320617676 -77.2180557250977)","urn:lsid:marinespecies.org:taxname:237654","Eusirus microps","Animalia","Arthropoda","Malacostraca","Amphipoda","Eusiridae","Eusirus","microps","Walker","Eusirus microps","bottom trawling"
"2438_MISTA_Antarctic_Phipoda:1493","9/09/20","English","CC-BY 4.0","RBINS","HumanObservation","{gear:Rectangular Midwater Trawl (PS)}","2438_MISTA_Antarctic_Phipoda:1493",1,"individual count",0,54,-77.3514,-40.885,"LINESTRING(-40.8849983215332 -77.3513870239258, -40.8849983215332 -77.3513870239258)","urn:lsid:marinespecies.org:taxname:237654","Eusirus microps","Animalia","Arthropoda","Malacostraca","Amphipoda","Eusiridae","Eusirus","microps","Walker","Eusirus microps","bottom trawling"
"2438_MISTA_Antarctic_Phipoda:1494","9/09/20","English","CC-BY 4.0","RBINS","HumanObservation","{gear:Rectangular Midwater Trawl (PS)}","2438_MISTA_Antarctic_Phipoda:1494",1,"individual count",198,303,-77.3514,-40.885,"LINESTRING(-40.8849983215332 -77.3513870239258, -40.8849983215332 -77.3513870239258)","urn:lsid:marinespecies.org:taxname:237654","Eusirus microps","Animalia","Arthropoda","Malacostraca","Amphipoda","Eusiridae","Eusirus","microps","Walker","Eusirus microps","bottom trawling"
"2438_MISTA_Antarctic_Phipoda:1495","9/09/20","English","CC-BY 4.0","RBINS","HumanObservation","{gear:Rectangular Midwater Trawl (PS)}","2438_MISTA_Antarctic_Phipoda:1495",1,"individual count",54,198,-77.3514,-40.885,"LINESTRING(-40.8849983215332 -77.3513870239258, -40.8849983215332 -77.3513870239258)","urn:lsid:marinespecies.org:taxname:237654","Eusirus microps","Animalia","Arthropoda","Malacostraca","Amphipoda","Eusiridae","Eusirus","microps","Walker","Eusirus microps","bottom trawling"
"2438_MISTA_Antarctic_Phipoda:1496","9/09/20","English","CC-BY 4.0","RBINS","HumanObservation","{gear:Rectangular Midwater Trawl (PS)}","2438_MISTA_Antarctic_Phipoda:1496",1,"individual count",0,50,-77.635,-38.4167,"LINESTRING(-38.4166679382324 -77.6350021362305, -38.4166679382324 -77.6350021362305)","urn:lsid:marinespecies.org:taxname:237654","Eusirus microps","Animalia","Arthropoda","Malacostraca","Amphipoda","Eusiridae","Eusirus","microps","Walker","Eusirus microps","bottom trawling"
"2438_MISTA_Antarctic_Phipoda:1497","9/09/20","English","CC-BY 4.0","RBINS","HumanObservation","{gear:Rectangular Midwater Trawl (PS)}","2438_MISTA_Antarctic_Phipoda:1497",1,"individual count",183,353,-77.635,-38.4167,"LINESTRING(-38.4166679382324 -77.6350021362305, -38.4166679382324 -77.6350021362305)","urn:lsid:marinespecies.org:taxname:237654","Eusirus microps","Animalia","Arthropoda","Malacostraca","Amphipoda","Eusiridae","Eusirus","microps","Walker","Eusirus microps","bottom trawling"
"2438_MISTA_Antarctic_Phipoda:1498","9/09/20","English","CC-BY 4.0","RBINS","HumanObservation","{gear:Rectangular Midwater Trawl (PS)}","2438_MISTA_Antarctic_Phipoda:1498",1,"individual count",50,183,-77.635,-38.4167,"LINESTRING(-38.4166679382324 -77.6350021362305, -38.4166679382324 -77.6350021362305)","urn:lsid:marinespecies.org:taxname:237654","Eusirus microps","Animalia","Arthropoda","Malacostraca","Amphipoda","Eusiridae","Eusirus","microps","Walker","Eusirus microps","bottom trawling"
"2438_MISTA_Antarctic_Phipoda:1499","9/09/20","English","CC-BY 4.0","RBINS","HumanObservation","{gear:Rectangular Midwater Trawl (PS)}","2438_MISTA_Antarctic_Phipoda:1499",1,"individual count",55,193,-77.7192,-36.3519,"LINESTRING(-36.3519439697266 -77.7191696166992, -36.3519439697266 -77.7191696166992)","urn:lsid:marinespecies.org:taxname:237654","Eusirus microps","Animalia","Arthropoda","Malacostraca","Amphipoda","Eusiridae","Eusirus","microps","Walker","Eusirus microps","bottom trawling"
"2438_MISTA_Antarctic_Phipoda:1500","9/09/20","English","CC-BY 4.0","RBINS","HumanObservation","{gear:Rectangular Midwater Trawl (PS)}","2438_MISTA_Antarctic_Phipoda:1500",1,"individual count",200,312,-77.285,-35.2186,"LINESTRING(-35.2186126708984 -77.2850036621094, -35.2186126708984 -77.2850036621094)","urn:lsid:marinespecies.org:taxname:237654","Eusirus microps","Animalia","Arthropoda","Malacostraca","Amphipoda","Eusiridae","Eusirus","microps","Walker","Eusirus microps","bottom trawling"
"2438_MISTA_Antarctic_Phipoda:1501","9/09/20","English","CC-BY 4.0","RBINS","HumanObservation","{gear:Rectangular Midwater Trawl (PS)}","2438_MISTA_Antarctic_Phipoda:1501",1,"individual count",204,303,-76.9178,-32.9014,"LINESTRING(-32.9013900756836 -76.9177780151367, -32.9013900756836 -76.9177780151367)","urn:lsid:marinespecies.org:taxname:237654","Eusirus microps","Animalia","Arthropoda","Malacostraca","Amphipoda","Eusiridae","Eusirus","microps","Walker","Eusirus microps","bottom trawling"
"2438_MISTA_Antarctic_Phipoda:1502","9/09/20","English","CC-BY 4.0","RBINS","HumanObservation","{gear:Rectangular Midwater Trawl (PS)}","2438_MISTA_Antarctic_Phipoda:1502",1,"individual count",0,44,-75.5525,-30.6667,"LINESTRING(-30.6666660308838 -75.5524978637695, -30.6666660308838 -75.5524978637695)","urn:lsid:marinespecies.org:taxname:237654","Eusirus microps","Animalia","Arthropoda","Malacostraca","Amphipoda","Eusiridae","Eusirus","microps","Walker","Eusirus microps","bottom trawling"
"2438_MISTA_Antarctic_Phipoda:1503","9/09/20","English","CC-BY 4.0","RBINS","HumanObservation","{gear:Rectangular Midwater Trawl (PS)}","2438_MISTA_Antarctic_Phipoda:1503",1,"individual count",198,305,-75.5525,-30.6667,"LINESTRING(-30.6666660308838 -75.5524978637695, -30.6666660308838 -75.5524978637695)","urn:lsid:marinespecies.org:taxname:237654","Eusirus microps","Animalia","Arthropoda","Malacostraca","Amphipoda","Eusiridae","Eusirus","microps","Walker","Eusirus microps","bottom trawling"
"2438_MISTA_Antarctic_Phipoda:1504","9/09/20","English","CC-BY 4.0","RBINS","HumanObservation","{gear:Bentho Pelagic Net (PS)}","2438_MISTA_Antarctic_Phipoda:1504",1,"individual count",484,509,-74.6667,-29.6167,"POINT(-29.6166667938232 -74.6666641235352)","urn:lsid:marinespecies.org:taxname:237654","Eusirus microps","Animalia","Arthropoda","Malacostraca","Amphipoda","Eusiridae","Eusirus","microps","Walker","Eusirus microps","bottom trawling"
"2438_MISTA_Antarctic_Phipoda:1505","9/09/20","English","CC-BY 4.0","RBINS","HumanObservation","{gear:Rectangular Midwater Trawl (PS)}","2438_MISTA_Antarctic_Phipoda:1505",1,"individual count",50,200,-75.9511,-28.7,"LINESTRING(-28.7000007629395 -75.9511108398438, -28.7000007629395 -75.9511108398438)","urn:lsid:marinespecies.org:taxname:237654","Eusirus microps","Animalia","Arthropoda","Malacostraca","Amphipoda","Eusiridae","Eusirus","microps","Walker","Eusirus microps","bottom trawling"
"2438_MISTA_Antarctic_Phipoda:1506","9/09/20","English","CC-BY 4.0","RBINS","HumanObservation","{gear:Bottom trawl (PS)}","2438_MISTA_Antarctic_Phipoda:1506",1,"individual count",404,407,-75.15,-27.5833,"POINT(-27.5833339691162 -75.1500015258789)","urn:lsid:marinespecies.org:taxname:237654","Eusirus microps","Animalia","Arthropoda","Malacostraca","Amphipoda","Eusiridae","Eusirus","microps","Walker","Eusirus microps","bottom trawling"
"2438_MISTA_Antarctic_Phipoda:1507","9/09/20","English","CC-BY 4.0","RBINS","HumanObservation","{gear:Rectangular Midwater Trawl (PS)}","2438_MISTA_Antarctic_Phipoda:1507",1,"individual count",48,200,-75.1522,-24.6856,"LINESTRING(-24.6855564117432 -75.1522216796875, -24.6855564117432 -75.1522216796875)","urn:lsid:marinespecies.org:taxname:237654","Eusirus microps","Animalia","Arthropoda","Malacostraca","Amphipoda","Eusiridae","Eusirus","microps","Walker","Eusirus microps","bottom trawling"
"2438_MISTA_Antarctic_Phipoda:1508","9/09/20","English","CC-BY 4.0","RBINS","HumanObservation","{gear:Rectangular Midwater Trawl (PS)}","2438_MISTA_Antarctic_Phipoda:1508",1,"individual count",0,48,-75.1522,-24.6856,"LINESTRING(-24.6855564117432 -75.1522216796875, -24.6855564117432 -75.1522216796875)","urn:lsid:marinespecies.org:taxname:237654","Eusirus microps","Animalia","Arthropoda","Malacostraca","Amphipoda","Eusiridae","Eusirus","microps","Walker","Eusirus microps","bottom trawling"
"2438_MISTA_Antarctic_Phipoda:1509","9/09/20","English","CC-BY 4.0","RBINS","HumanObservation","{gear:Rectangular Midwater Trawl (PS)}","2438_MISTA_Antarctic_Phipoda:1509",1,"individual count",0,30,-72.7672,-19.5022,"LINESTRING(-19.5022220611572 -72.767219543457, -19.5022220611572 -72.767219543457)","urn:lsid:marinespecies.org:taxname:237654","Eusirus microps","Animalia","Arthropoda","Malacostraca","Amphipoda","Eusiridae","Eusirus","microps","Walker","Eusirus microps","bottom trawling"
"2438_MISTA_Antarctic_Phipoda:1510","9/09/20","English","CC-BY 4.0","RBINS","HumanObservation","{gear:Rectangular Midwater Trawl (PS)}","2438_MISTA_Antarctic_Phipoda:1510",1,"individual count",130,200,-72.4019,-16.35,"LINESTRING(-16.3500003814697 -72.4019470214844, -16.3500003814697 -72.4019470214844)","urn:lsid:marinespecies.org:taxname:237654","Eusirus microps","Animalia","Arthropoda","Malacostraca","Amphipoda","Eusiridae","Eusirus","microps","Walker","Eusirus microps","bottom trawling"
"2438_MISTA_Antarctic_Phipoda:1511","9/09/20","English","CC-BY 4.0","RBINS","HumanObservation","{gear:Rectangular Midwater Trawl (PS)}","2438_MISTA_Antarctic_Phipoda:1511",1,"individual count",200,285,-72.4019,-16.35,"LINESTRING(-16.3500003814697 -72.4019470214844, -16.3500003814697 -72.4019470214844)","urn:lsid:marinespecies.org:taxname:237654","Eusirus microps","Animalia","Arthropoda","Malacostraca","Amphipoda","Eusiridae","Eusirus","microps","Walker","Eusirus microps","bottom trawling"
"2438_MISTA_Antarctic_Phipoda:1512","9/09/20","English","CC-BY 4.0","RBINS","HumanObservation","{gear:Rectangular Midwater Trawl (PS)}","2438_MISTA_Antarctic_Phipoda:1512",1,"individual count",102,200,-70.4858,-13.7333,"LINESTRING(-13.7333335876465 -70.4858322143555, -13.7333335876465 -70.4858322143555)","urn:lsid:marinespecies.org:taxname:237654","Eusirus microps","Animalia","Arthropoda","Malacostraca","Amphipoda","Eusiridae","Eusirus","microps","Walker","Eusirus microps","bottom trawling"
"2438_MISTA_Antarctic_Phipoda:1513","9/09/20","English","CC-BY 4.0","RBINS","HumanObservation","{gear:Bentho Pelagic Net (PS)}","2438_MISTA_Antarctic_Phipoda:1513",1,"individual count",504,529,-71.5083,-12.4333,"LINESTRING(-12.4166669845581 -71.5166702270508, -12.4499998092651 -71.5)","urn:lsid:marinespecies.org:taxname:237654","Eusirus microps","Animalia","Arthropoda","Malacostraca","Amphipoda","Eusiridae","Eusirus","microps","Walker","Eusirus microps","bottom trawling"
"2438_MISTA_Antarctic_Phipoda:1514","9/09/20","English","CC-BY 4.0","RBINS","HumanObservation","{gear:Bottom trawl (PS)}","2438_MISTA_Antarctic_Phipoda:1514",1,"individual count",256,296,-61.7535,-57.9974,"LINESTRING(-58.0255546569824 -61.7480545043945, -57.969165802002 -61.7588882446289)","urn:lsid:marinespecies.org:taxname:237677","Eusirus perdentatus","Animalia","Arthropoda","Malacostraca","Amphipoda","Eusiridae","Eusirus","perdentatus","Chevreux","Eusirus perdentatus","bottom trawling"
"2438_MISTA_Antarctic_Phipoda:1515","9/09/20","English","CC-BY 4.0","RBINS","HumanObservation","{gear:Bottom trawl (PS)}","2438_MISTA_Antarctic_Phipoda:1515",1,"individual count",424,427,-61.6351,-57.5754,"LINESTRING(-57.5444450378418 -61.6361122131348, -57.606388092041 -61.6341667175293)","urn:lsid:marinespecies.org:taxname:237677","Eusirus perdentatus","Animalia","Arthropoda","Malacostraca","Amphipoda","Eusiridae","Eusirus","perdentatus","Chevreux","Eusirus perdentatus","bottom trawling"
"2438_MISTA_Antarctic_Phipoda:1517","9/09/20","English","CC-BY 4.0","RBINS","HumanObservation","{gear:Bottom trawl (PS)}","2438_MISTA_Antarctic_Phipoda:1517",1,"individual count",454,456,-60.8274,-55.6403,"LINESTRING(-55.6594429016113 -60.8236122131348, -55.6211128234863 -60.831111907959)","urn:lsid:marinespecies.org:taxname:237677","Eusirus perdentatus","Animalia","Arthropoda","Malacostraca","Amphipoda","Eusiridae","Eusirus","perdentatus","Chevreux","Eusirus perdentatus","bottom trawling"
"2438_MISTA_Antarctic_Phipoda:1518","9/09/20","English","CC-BY 4.0","RBINS","HumanObservation","{gear:Scuba Diving sampling by hand}","2438_MISTA_Antarctic_Phipoda:1518",1,"individual count",483,484,-74.6667,-29.7,"POINT(-29.7000007629395 -74.6666641235352)","urn:lsid:marinespecies.org:taxname:237677","Eusirus perdentatus","Animalia","Arthropoda","Malacostraca","Amphipoda","Eusiridae","Eusirus","perdentatus","Chevreux","Eusirus perdentatus","scuba diving"
"2438_MISTA_Antarctic_Phipoda:1519","9/09/20","English","CC-BY 4.0","RBINS","HumanObservation","{gear:Bentho Pelagic Net (PS)}","2438_MISTA_Antarctic_Phipoda:1519",1,"individual count",798,810,-74.6167,-29.6833,"POINT(-29.6833324432373 -74.6166687011719)","urn:lsid:marinespecies.org:taxname:237677","Eusirus perdentatus","Animalia","Arthropoda","Malacostraca","Amphipoda","Eusiridae","Eusirus","perdentatus","Chevreux","Eusirus perdentatus","bottom trawling"
"2438_MISTA_Antarctic_Phipoda:1520","9/09/20","English","CC-BY 4.0","RBINS","HumanObservation","{gear:Bentho Pelagic Net (PS)}","2438_MISTA_Antarctic_Phipoda:1520",1,"individual count",484,509,-74.6667,-29.6167,"POINT(-29.6166667938232 -74.6666641235352)","urn:lsid:marinespecies.org:taxname:237677","Eusirus perdentatus","Animalia","Arthropoda","Malacostraca","Amphipoda","Eusiridae","Eusirus","perdentatus","Chevreux","Eusirus perdentatus","bottom trawling"
"2438_MISTA_Antarctic_Phipoda:1521","9/09/20","English","CC-BY 4.0","RBINS","HumanObservation","{gear:Bottom trawl (PS)}","2438_MISTA_Antarctic_Phipoda:1521",1,"individual count",593,602,-74.6667,-29.5333,"POINT(-29.533332824707 -74.6666641235352)","urn:lsid:marinespecies.org:taxname:237677","Eusirus perdentatus","Animalia","Arthropoda","Malacostraca","Amphipoda","Eusiridae","Eusirus","perdentatus","Chevreux","Eusirus perdentatus","bottom trawling"
"2438_MISTA_Antarctic_Phipoda:1522","9/09/20","English","CC-BY 4.0","RBINS","HumanObservation","{gear:Bottom trawl (PS)}","2438_MISTA_Antarctic_Phipoda:1522",1,"individual count",451,453,-75.05,-28.0167,"POINT(-28.0166664123535 -75.0500030517578)","urn:lsid:marinespecies.org:taxname:237677","Eusirus perdentatus","Animalia","Arthropoda","Malacostraca","Amphipoda","Eusiridae","Eusirus","perdentatus","Chevreux","Eusirus perdentatus","bottom trawling"
"2438_MISTA_Antarctic_Phipoda:1523","9/09/20","English","CC-BY 4.0","RBINS","HumanObservation","{gear:Scuba Diving sampling by hand}","2438_MISTA_Antarctic_Phipoda:1523",1,"individual count",457,462,-75.1167,-28,"POINT(-28 -75.1166687011719)","urn:lsid:marinespecies.org:taxname:237677","Eusirus perdentatus","Animalia","Arthropoda","Malacostraca","Amphipoda","Eusiridae","Eusirus","perdentatus","Chevreux","Eusirus perdentatus","scuba diving"
"2438_MISTA_Antarctic_Phipoda:1524","9/09/20","English","CC-BY 4.0","RBINS","HumanObservation","{gear:Bottom trawl (PS)}","2438_MISTA_Antarctic_Phipoda:1524",1,"individual count",404,407,-75.15,-27.5833,"POINT(-27.5833339691162 -75.1500015258789)","urn:lsid:marinespecies.org:taxname:237677","Eusirus perdentatus","Animalia","Arthropoda","Malacostraca","Amphipoda","Eusiridae","Eusirus","perdentatus","Chevreux","Eusirus perdentatus","bottom trawling"
"2438_MISTA_Antarctic_Phipoda:1525","9/09/20","English","CC-BY 4.0","RBINS","HumanObservation","{gear:Scuba Diving sampling by hand}","2438_MISTA_Antarctic_Phipoda:1525",1,"individual count",498,NA,-75.2667,-26.2833,"POINT(-26.283332824707 -75.2666702270508)","urn:lsid:marinespecies.org:taxname:237677","Eusirus perdentatus","Animalia","Arthropoda","Malacostraca","Amphipoda","Eusiridae","Eusirus","perdentatus","Chevreux","Eusirus perdentatus","scuba diving"
"2438_MISTA_Antarctic_Phipoda:1526","9/09/20","English","CC-BY 4.0","RBINS","HumanObservation","{gear:Bottom trawl (PS)}","2438_MISTA_Antarctic_Phipoda:1526",1,"individual count",500,506,-75.25,-26.2167,"POINT(-26.216667175293 -75.25)","urn:lsid:marinespecies.org:taxname:237677","Eusirus perdentatus","Animalia","Arthropoda","Malacostraca","Amphipoda","Eusiridae","Eusirus","perdentatus","Chevreux","Eusirus perdentatus","bottom trawling"
"2438_MISTA_Antarctic_Phipoda:1527","9/09/20","English","CC-BY 4.0","RBINS","HumanObservation","{gear:Bottom trawl (PS)}","2438_MISTA_Antarctic_Phipoda:1527",1,"individual count",569,574,-75.2667,-25.9833,"POINT(-25.9833335876465 -75.2666702270508)","urn:lsid:marinespecies.org:taxname:237677","Eusirus perdentatus","Animalia","Arthropoda","Malacostraca","Amphipoda","Eusiridae","Eusirus","perdentatus","Chevreux","Eusirus perdentatus","bottom trawling"
"2438_MISTA_Antarctic_Phipoda:1530","9/09/20","English","CC-BY 4.0","RBINS","HumanObservation","{gear:Baited trap (PS)}","2438_MISTA_Antarctic_Phipoda:1530",1,"individual count",793,813,-73.5975,-22.3917,"LINESTRING(-22.3899993896484 -73.5950012207031, -22.3933334350586 -73.5999984741211)","urn:lsid:marinespecies.org:taxname:237677","Eusirus perdentatus","Animalia","Arthropoda","Malacostraca","Amphipoda","Eusiridae","Eusirus","perdentatus","Chevreux","Eusirus perdentatus","bottom trawling"
"2438_MISTA_Antarctic_Phipoda:1531","9/09/20","English","CC-BY 4.0","RBINS","HumanObservation","{gear:Bottom trawl (PS)}","2438_MISTA_Antarctic_Phipoda:1531",1,"individual count",440,444,-73.6008,-22.095,"LINESTRING(-22.1166667938232 -73.6066665649414, -22.0733337402344 -73.5950012207031)","urn:lsid:marinespecies.org:taxname:237677","Eusirus perdentatus","Animalia","Arthropoda","Malacostraca","Amphipoda","Eusiridae","Eusirus","perdentatus","Chevreux","Eusirus perdentatus","bottom trawling"
"2438_MISTA_Antarctic_Phipoda:1535","9/09/20","English","CC-BY 4.0","RBINS","HumanObservation","{gear:Bentho Pelagic Net (PS)}","2438_MISTA_Antarctic_Phipoda:1535",1,"individual count",602,617,-72.9167,-19.8333,"POINT(-19.8333339691162 -72.9166641235352)","urn:lsid:marinespecies.org:taxname:237677","Eusirus perdentatus","Animalia","Arthropoda","Malacostraca","Amphipoda","Eusiridae","Eusirus","perdentatus","Chevreux","Eusirus perdentatus","bottom trawling"
"2438_MISTA_Antarctic_Phipoda:1536","9/09/20","English","CC-BY 4.0","RBINS","HumanObservation","{gear:Bottom trawl (PS)}","2438_MISTA_Antarctic_Phipoda:1536",1,"individual count",395,417,-72.8467,-19.3392,"LINESTRING(-19.3133335113525 -72.8466644287109, -19.3649997711182 -72.8466644287109)","urn:lsid:marinespecies.org:taxname:237677","Eusirus perdentatus","Animalia","Arthropoda","Malacostraca","Amphipoda","Eusiridae","Eusirus","perdentatus","Chevreux","Eusirus perdentatus","bottom trawling"
"2438_MISTA_Antarctic_Phipoda:1537","9/09/20","English","CC-BY 4.0","RBINS","HumanObservation","{gear:Bottom trawl (PS)}","2438_MISTA_Antarctic_Phipoda:1537",1,"individual count",390,391,-72.85,-19.2817,"LINESTRING(-19.2516670227051 -72.8516693115234, -19.3116664886475 -72.8483352661133)","urn:lsid:marinespecies.org:taxname:237677","Eusirus perdentatus","Animalia","Arthropoda","Malacostraca","Amphipoda","Eusiridae","Eusirus","perdentatus","Chevreux","Eusirus perdentatus","bottom trawling"
"2438_MISTA_Antarctic_Phipoda:1538","9/09/20","English","CC-BY 4.0","RBINS","HumanObservation","{gear:Bottom trawl (PS)}","2438_MISTA_Antarctic_Phipoda:1538",1,"individual count",396,543,-72.855,-19.2342,"LINESTRING(-19.1550006866455 -72.8583297729492, -19.3133335113525 -72.8516693115234)","urn:lsid:marinespecies.org:taxname:237677","Eusirus perdentatus","Animalia","Arthropoda","Malacostraca","Amphipoda","Eusiridae","Eusirus","perdentatus","Chevreux","Eusirus perdentatus","bottom trawling"
"2438_MISTA_Antarctic_Phipoda:1540","9/09/20","English","CC-BY 4.0","RBINS","HumanObservation","{gear:Scuba Diving sampling by hand}","2438_MISTA_Antarctic_Phipoda:1540",1,"individual count",672,677,-71.2,-13.4667,"POINT(-13.4666662216187 -71.1999969482422)","urn:lsid:marinespecies.org:taxname:237677","Eusirus perdentatus","Animalia","Arthropoda","Malacostraca","Amphipoda","Eusiridae","Eusirus","perdentatus","Chevreux","Eusirus perdentatus","scuba diving"
"2438_MISTA_Antarctic_Phipoda:1541","9/09/20","English","CC-BY 4.0","RBINS","HumanObservation","{gear:Bottom trawl (PS)}","2438_MISTA_Antarctic_Phipoda:1541",1,"individual count",402,412,-71.2,-13.2333,"POINT(-13.2333335876465 -71.1999969482422)","urn:lsid:marinespecies.org:taxname:237677","Eusirus perdentatus","Animalia","Arthropoda","Malacostraca","Amphipoda","Eusiridae","Eusirus","perdentatus","Chevreux","Eusirus perdentatus","bottom trawling"
"2438_MISTA_Antarctic_Phipoda:1542","9/09/20","English","CC-BY 4.0","RBINS","HumanObservation","{gear:Bottom trawl (PS)}","2438_MISTA_Antarctic_Phipoda:1542",1,"individual count",185,187,-71.2667,-13.0667,"POINT(-13.0666666030884 -71.2666702270508)","urn:lsid:marinespecies.org:taxname:237677","Eusirus perdentatus","Animalia","Arthropoda","Malacostraca","Amphipoda","Eusiridae","Eusirus","perdentatus","Chevreux","Eusirus perdentatus","bottom trawling"
"2438_MISTA_Antarctic_Phipoda:1543","9/09/20","English","CC-BY 4.0","RBINS","HumanObservation","{gear:Bottom trawl (PS)}","2438_MISTA_Antarctic_Phipoda:1543",1,"individual count",227,232,-71.6833,-12.75,"LINESTRING(-12.7333335876465 -71.6833343505859, -12.7666664123535 -71.6833343505859)","urn:lsid:marinespecies.org:taxname:237677","Eusirus perdentatus","Animalia","Arthropoda","Malacostraca","Amphipoda","Eusiridae","Eusirus","perdentatus","Chevreux","Eusirus perdentatus","bottom trawling"
"2438_MISTA_Antarctic_Phipoda:1544","9/09/20","English","CC-BY 4.0","RBINS","HumanObservation","{gear:Scuba Diving sampling by hand}","2438_MISTA_Antarctic_Phipoda:1544",1,"individual count",415,416,-71.2842,-12.6025,"LINESTRING(-12.6049995422363 -71.283332824707, -12.6000003814697 -71.2850036621094)","urn:lsid:marinespecies.org:taxname:237677","Eusirus perdentatus","Animalia","Arthropoda","Malacostraca","Amphipoda","Eusiridae","Eusirus","perdentatus","Chevreux","Eusirus perdentatus","scuba diving"
"2438_MISTA_Antarctic_Phipoda:1545","9/09/20","English","CC-BY 4.0","RBINS","HumanObservation","{gear:Scuba Diving sampling by hand}","2438_MISTA_Antarctic_Phipoda:1545",1,"individual count",303,330,-71.6667,-12.5833,"POINT(-12.5833330154419 -71.6666641235352)","urn:lsid:marinespecies.org:taxname:237677","Eusirus perdentatus","Animalia","Arthropoda","Malacostraca","Amphipoda","Eusiridae","Eusirus","perdentatus","Chevreux","Eusirus perdentatus","scuba diving"
"2438_MISTA_Antarctic_Phipoda:1546","9/09/20","English","CC-BY 4.0","RBINS","HumanObservation","{gear:Bottom trawl (PS)}","2438_MISTA_Antarctic_Phipoda:1546",1,"individual count",771,793,-71.1,-12.5733,"POINT(-12.5733337402344 -71.0999984741211)","urn:lsid:marinespecies.org:taxname:237677","Eusirus perdentatus","Animalia","Arthropoda","Malacostraca","Amphipoda","Eusiridae","Eusirus","perdentatus","Chevreux","Eusirus perdentatus","bottom trawling"
"2438_MISTA_Antarctic_Phipoda:1547","9/09/20","English","CC-BY 4.0","RBINS","HumanObservation","{gear:Scuba Diving sampling by hand}","2438_MISTA_Antarctic_Phipoda:1547",1,"individual count",522,531,-71.1,-12.5667,"POINT(-12.5666666030884 -71.0999984741211)","urn:lsid:marinespecies.org:taxname:237677","Eusirus perdentatus","Animalia","Arthropoda","Malacostraca","Amphipoda","Eusiridae","Eusirus","perdentatus","Chevreux","Eusirus perdentatus","scuba diving"
"2438_MISTA_Antarctic_Phipoda:1548","9/09/20","English","CC-BY 4.0","RBINS","HumanObservation","{gear:Bottom trawl (PS)}","2438_MISTA_Antarctic_Phipoda:1548",1,"individual count",499,515,-71.1,-12.5667,"POINT(-12.5666666030884 -71.0999984741211)","urn:lsid:marinespecies.org:taxname:237677","Eusirus perdentatus","Animalia","Arthropoda","Malacostraca","Amphipoda","Eusiridae","Eusirus","perdentatus","Chevreux","Eusirus perdentatus","bottom trawling"
"2438_MISTA_Antarctic_Phipoda:1549","9/09/20","English","CC-BY 4.0","RBINS","HumanObservation","{gear:Scuba Diving sampling by hand}","2438_MISTA_Antarctic_Phipoda:1549",1,"individual count",341,360,-71.1633,-12.4825,"LINESTRING(-12.4783334732056 -71.1616668701172, -12.4866666793823 -71.1650009155273)","urn:lsid:marinespecies.org:taxname:237677","Eusirus perdentatus","Animalia","Arthropoda","Malacostraca","Amphipoda","Eusiridae","Eusirus","perdentatus","Chevreux","Eusirus perdentatus","scuba diving"
"2438_MISTA_Antarctic_Phipoda:1550","9/09/20","English","CC-BY 4.0","RBINS","HumanObservation","{gear:Scuba Diving sampling by hand}","2438_MISTA_Antarctic_Phipoda:1550",1,"individual count",575,609,-71.5333,-12.4667,"POINT(-12.4666662216187 -71.533332824707)","urn:lsid:marinespecies.org:taxname:237677","Eusirus perdentatus","Animalia","Arthropoda","Malacostraca","Amphipoda","Eusiridae","Eusirus","perdentatus","Chevreux","Eusirus perdentatus","scuba diving"
"2438_MISTA_Antarctic_Phipoda:1551","9/09/20","English","CC-BY 4.0","RBINS","HumanObservation","{gear:Scuba Diving sampling by hand}","2438_MISTA_Antarctic_Phipoda:1551",1,"individual count",244,246,-71.2342,-12.4608,"LINESTRING(-12.4616670608521 -71.2350006103516, -12.460000038147 -71.2333297729492)","urn:lsid:marinespecies.org:taxname:237677","Eusirus perdentatus","Animalia","Arthropoda","Malacostraca","Amphipoda","Eusiridae","Eusirus","perdentatus","Chevreux","Eusirus perdentatus","scuba diving"
"2438_MISTA_Antarctic_Phipoda:1552","9/09/20","English","CC-BY 4.0","RBINS","HumanObservation","{gear:Dredge (diverse)}","2438_MISTA_Antarctic_Phipoda:1552",1,"individual count",560,571,-71.5667,-12.425,"LINESTRING(-12.4333333969116 -71.5666656494141, -12.4166669845581 -71.5666656494141)","urn:lsid:marinespecies.org:taxname:237677","Eusirus perdentatus","Animalia","Arthropoda","Malacostraca","Amphipoda","Eusiridae","Eusirus","perdentatus","Chevreux","Eusirus perdentatus","bottom trawling"
